semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,id,レベル,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
5850,明細行,JBT-355,A68-01,4,1..1,明細行参照注文書番号,BBIE,ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照する注文書に記載の文書番号,UN01005580,BBIE,5250,IID321,（明細行参照）注文書番号,この明細行が参照する注文書に記載の文書番号,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID,3070,IBT-183,0..1,2,Purchase order reference,購買発注書参照,"An identifier for a referenced purchase order	 issued by the Buyer.",買い手が付番した発注番号を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID
5860,明細行,JBT-356,A68-02,4,0..1,明細行参照注文書明細行番号,BBIE,ReferencedDocument,LineID,Document Reference,,この明細行が参照する注文書に記載の明細行番号,UN01005585,BBIE,5260,IID322,（明細行参照）注文書明細行番号,この明細行が参照する注文書に記載の明細行番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:LineID,3060,IBT-132,0..1,2,Referenced purchase order line reference,購買発注明細行参照,"An identifier for a referenced line within a purchase order	 issued by the Buyer.",買い手が付番した発注書内の明細行を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID
5870,明細行,JBT-357,A68-03,4,0..1,明細行参照注文書履歴番号,BBIE,ReferencedDocument,RevisionID,Code,,この明細行が参照する注文書の変更履歴を管理する番号。,UN01005588,BBIE,5270,IID323,（明細行参照）注文書履歴番号,この明細行が参照する注文書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
5880,明細行,JBT-358,A68-04,4,1..1,明細行参照文書タイプコード,BBIE,ReferencedDocument,TypeCode,Code,,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,UN01009672,BBIE,5280,IID328,（明細行参照）文書タイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
5890,明細行,JBG-68,A69,3,0..n,明細行参照文書,ASBIE,InvoiceLineItem,AdditionalReferenced,__,ReferencedDocument,明細行の参照文書クラス,UN01009656,ASBIE,5290,ICL77,明細行契約／明細行参照文書グループ,明細行の参照文書クラス,,0..n,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument,3150,ibg-36,0..1,2,LINE DOCUMENT REFERENCE,明細行文書参照,"An identifier for an object on which the invoice line is based	 given by the Seller.",売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。,,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]
5900,明細行,JBT-359,A69-01,4,1..1,明細行参照文書番号,BBIE,ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須,UN01005580,BBIE,5300,IID324,（明細行参照）文書番号,この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID,3160,ibt-188,1..1,3,Invoice line document identifier,明細行文書ID,An identifiers for a document that the invoice line referes to.,請求書明細行が参照する文書のID,,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID
5910,明細行,JBT-359-1,A69-02,4,0..1,明細行参照文書明細行番号,BBIE,ReferencedDocument,LineID,Code,,この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書,UN01005585,BBIE,5310,IID325,（明細行参照）文書明細行番号,この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:LineID,,,,,,,,,,
5920,明細行,JBT-360,A69-03,4,0..1,明細行参照文書参照タイプコード,BBIE,ReferencedDocument,ReferenceTypeCode,Code,,,UN01005586,BBIE,5320,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。\nデフォルト属性=null,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
5930,明細行,JBT-361,A69-04,4,0..1,明細行参照文書履歴番号,BBIE,ReferencedDocument,RevisionID,Code,,この明細行が参照する文書の変更履歴を管理する番号。,UN01005588,BBIE,5330,IID327,（明細行参照）文書履歴番号,この明細行が参照する文書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
5940,明細行,JBT-362,A69-05,4,1..1,明細行参照文書タイプコード,BBIE,ReferencedDocument,TypeCode,Code,,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,UN01009672,BBIE,5340,IID328,（明細行参照）文書タイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode,3170,IBT-189,0..1,3,Document type code,文書タイプコード,A code that qualifies the type of the document that is referenced.,参照する文書の種類を規定するコード,,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentTypeCode
5950,明細行,JBT-363,A69-06,4,0..1,明細行参照文書添付ファイル,BBIE,ReferencedDocument,AttachmentBinaryObject,Code,,この明細行が参照する文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,UN01011455,BBIE,5350,IID329,（明細行参照）文書添付ファイル,この明細行が参照する文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject,,,,,,,,,,
5960,明細行,JBT-364,A69-07,4,1..1,明細行参照文書サブタイプコード,BBIE,ReferencedDocument,SubtypeCode,Code,,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,UN01014899,BBIE,5360,IID330,（明細行参照）文書サブタイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
5970,明細行,JBG-69,A70,3,0..n,請求書明細行オブジェクト,ASBIE,InvoiceLineItem,InvoiceObjectReferenced,__,ReferencedDocument,,UN01014642,ASBIE,5500,ICL84,明細行決済／参照インボイス文書グループ,明細行が参照するインボイス文書（業界EDI電子インボイス等）に関するグループ,,0..n,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument,3110,,0..1,,,,,,,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']
5980,明細行,JBT-376,A70-01,4,1..1,請求書明細行オブジェクトID,BBIE,ReferencedDocument,ObjectID,Document Reference,,,UN01005580,BBIE,5510,IID362,（明細行参照）インボイス文書番号,この明細行が参照するインボイス文書の番号,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:IssuerAssignedID,3120,ibt-128,1..1,2,Invoice line object identifier,請求書明細行オブジェクトID,"An identifier for an object on which the invoice line is based	 given by the Seller.",売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。(注：必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。）,,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID
5990,明細行,JBT-377,A70-02,4,0..1,請求書明細行オブジェクトIDスキーマID,BBIE,ReferencedDocument,ObjectIDSchemeID,Code,,,,,,,,,,,,,3140,ibt-128-1,0..1,3,Invoice line object identifier Scheme identifier,スキーマID,An identifiers for a document that the invoice line referes to.,請求書が参照する文書を識別するためのスキーマID。注：受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list  から選択した、スキーマIDを使用しなければならない。,,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID
6000,明細行,JBT-378,A70-03,4,1..1,文書タイプコード,BBIE,ReferencedDocument,TypeCode,Code,,,UN01009672,BBIE,5560,IID367,（明細行参照）文書タイプコード,この明細行が参照するインボイス文書のタイプを識別するコード,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:TypeCode,3130,,1..1,,,,,,130,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentTypeCode
6010,明細行,JBG-70,A71,3,0..n,明細行参照インボイス文書,ASBIE,InvoiceLineItem,InvoiceReferenced,__,ReferencedDocument,明細行が参照するインボイス文書（業界EDI電子インボイス等）に関するグループ,UN01014642,ASBIE,5500,ICL84,明細行決済／参照インボイス文書グループ,明細行が参照するインボイス文書（業界EDI電子インボイス等）に関するグループ,,0..n,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument,3080,,0..n,,,,,,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference
6020,明細行,JBT-379,A71-01,4,1..1,明細行参照インボイス文書番号,BBIE,ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照するインボイス文書の番号,UN01005580,BBIE,5510,IID362,（明細行参照）インボイス文書番号,この明細行が参照するインボイス文書の番号,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:IssuerAssignedID,3090,,1..1,,,,,,NA,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID
6030,明細行,JBT-380,A71-02,4,0..1,明細行参照インボイス文書発行日,BBIE,ReferencedDocument,IssueDateTime,Date,,この明細行が参照するインボイス文書の発行日,UN01005582,BBIE,5520,IID363,（明細行参照）インボイス文書発行日,この明細行が参照するインボイス文書の発行日,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:IssueDateTime/udt:DateTimeString,,,,,,,,,,
6040,明細行,JBT-381,A71-03,4,1..1,明細行参照インボイス文書ヘッダ番号,BBIE,ReferencedDocument,LineID,Code,,この明細行が参照するインボイス文書の明細文書番号,UN01005585,BBIE,5530,IID364,（明細行参照）インボイス明細文書番号,この明細行が参照するインボイス文書の明細文書番号,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:LineID,,,,,,,,,,
6050,明細行,JBT-382,A71-04,4,0..1,明細行参照インボイス文書履歴番号,BBIE,ReferencedDocument,RevisionID,Code,,この明細行が参照するインボイス文書の変更履歴を管理する番号。,UN01005588,BBIE,5540,IID365,（明細行参照）インボイス文書履歴番号,この明細行が参照するインボイス文書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
6060,明細行,JBT-383,A71-05,4,0..1,明細行参照インボイス文書情報,BBIE,ReferencedDocument,Information,Text,,この明細行が参照するインボイス文書に記載の情報,UN01006415,BBIE,5550,IID366,（明細行参照）インボイス文書情報,この明細行が参照するインボイス文書に記載の情報,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:Information,,,,,,,,,,
6070,明細行,JBT-384,A71-06,4,0..1,明細行参照文書タイプコード,BBIE,ReferencedDocument,TypeCode,Code,,この明細行が参照するインボイス文書のタイプを識別するコード,UN01009672,BBIE,5560,IID367,（明細行参照）文書タイプコード,この明細行が参照するインボイス文書のタイプを識別するコード,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
6080,明細行,JBT-385,A71-07,4,1..1,明細行参照インボイス明細行番号,BBIE,ReferencedDocument,SubordinateLineID,Code,,この明細行が参照するインボイスの明細行番号,UN01012923,BBIE,5570,IID368,（明細行参照）インボイス明細行番号,この明細行が参照するインボイスの明細行番号,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:SubordinateLineID,3100,IBT-184,1..1,2,Despatch advice reference,出荷案内書参照,An identifier for a referenced despatch advice.,この請求書が参照する出荷案内書を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID
6090,明細行,JBT-386,A71-08,4,0..1,明細行参照文書サブタイプコード,BBIE,ReferencedDocument,SubtypeCode,Code,,この明細行が参照する文書のサブタイプコード,UN01014899,BBIE,5580,IID369,（明細行参照）文書サブタイプコード,この明細行が参照する文書のサブタイプコード,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
6100,明細行,JBG-71,A72,3,1..1,明細行税,ASBIE,InvoiceLineItem,Applicable,__,TradeTax,明細行の税に関する情報に関するクラス,UN01009665,ASBIE,5450,ICL83,明細行決済／明細行税グループ,明細行の税に関する情報に関するクラス,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax,3430,IBG-30,1..n,2,LINE TAX INFORMATION,請求書明細行税情報,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,請求書明細行で請求する財又はサービスに適用される消費税に係る情報を提供するビジネス用語のグループ。,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory
6110,明細行,JBT-371,A72-01,4,0..1,税スキーマ,BBIE,TradeTax,TaxSchema,Code,,適格請求書発行事業者の課税区分を識別するコード,UN01005834,BBIE,5460,IID355,明細行税タイプコード,税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:TypeCode,3460,IBT-167,1..1,3,Tax Scheme,税スキーマ,A code indicating the type of tax,税の種類を示すコード。VAT固定,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID
6120,明細行,JBT-372,A72-02,4,1..1,明細行課税分類コード,BBIE,TradeTax,CategoryCode,Code,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UN01005841,BBIE,5470,IID357,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CategoryCode,3440,IBT-151,1..1,3,Invoiced item TAX category code,請求する品目に対する課税分類コード,The TAX category code for the invoiced item.,請求する品目に対して適用される課税分類コード。,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID
6130,明細行,JBT-373,A72-03,4,0..1,明細行課税分類名,BBIE,TradeTax,CategoryName,Text,,消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,UN01005850,BBIE,5480,IID358,明細行課税分類名,消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CategoryName,,,,,,,,,,
6140,明細行,JBT-374,A72-04,4,0..1,明細行税率,BBIE,TradeTax,RateApplicablePercent,Percentage,,この明細行の課税分類区分を識別するため、明細行課税分類コードと組み合わせて利用する。,UN01007174,BBIE,5490,IID359,明細行税率,この明細行の課税分類区分を識別するため、明細行課税分類コードと組み合わせて利用する。,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:RateApplicablePercent,3450,IBT-152,0..1,3,Invoiced item TAX rate,請求する品目に対する税率,"The TAX rate	 represented as percentage that applies to the invoiced item.",請求する品目に対して適用される税率で、パーセントで表現。,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent
6150,明細行,JBT-375,A72-05,4,0..1,明細行適用税制識別子,BBIE,SpecifiedPeriod,LocalTaxSystemID,Code,,この明細行取引の税制年度を識別するID\nデフォルトは「2019」（2019年度税制）,UN01014650,BBIE,5790,IID361,明細行適用税制識別子,この明細行取引の税制年度を識別するID\nデフォルトは「2019」（2019年度税制）,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:LocalTaxSystemID,,,,,,,,,,
6160,明細行,JBG-72,A73,3,0..n,明細行返金,ASBIE,InvoiceLineItem,Allowance,__,AllowanceCharge,明細行返金のクラス,UN01014644,ASBIE,5590,ICL85,明細行決裁／返金グループ,明細行の返金に関するグループ\n（金額にマイナスを許容する場合は使用しない）,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()],3180,IBG-27,0..n,2,INVOICE LINE ALLOWANCES,請求書明細行の返金,A group of business terms providing information about allowances applicable to the individual Invoice line.,請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]
6170,明細行,JBT-387,A73-01,4,1..1,明細行追加請求フラグ,BBIE,AllowanceCharge,ChargeIndicator,Indicator,,この明細行が追加請求（チャージ）か識別する識別子。\n固定値 fault=Allowance,UN01005707,BBIE,5600,IID370,明細行返金・追加請求識別識別子,この明細行が返金か、追加請求（チャージ）かを識別する識別子。\n属性：Fault=Allowance,false,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator/udt:Indicator=false()]/ram:ChargeIndicator/udt:Indicator,3190,,1..1,3,,,,,false,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator
6180,明細行,JBT-388,A73-02,4,0..1,明細行返金率,BBIE,AllowanceCharge,CalculationPercent,Percentage,,この明細行の返金を計算するための率,UN01005710,BBIE,5610,IID371,明細行返金計算率,この明細行返金を計算するための率,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()][ram:ChargeIndicator/udt:Indicator=false()]/ram:CalculationPercent,3220,IBT-138,0..1,3,Invoice line allowance percentage,請求書明細行の返金の率,"The percentage that may be used	 in conjunction with the Invoice line allowance base amount	 to calculate the Invoice line allowance amount.",請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric
6190,明細行,JBT-389,A73-03,4,0..1,明細行返金金額,BBIE,AllowanceCharge,ActualAmount,Amount,,この明細行の返金金額。\n契約単価×返金数量、または金額。\n契約単価×返金数量で指定できない場合には金額\n明細行取引類型コード＝「資産譲渡」を指定した場合は利用しない。,UN01005713,BBIE,5620,IID372,明細行返金金額,この明細行の返金金額。\n契約単価×返金数量、または金額。\n契約単価×返金数量で指定できない場合には金額,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()][ram:ChargeIndicator/udt:Indicator=false()]/ram:ActualAmount,3230,IBT-136,1..1,3,Invoice line allowance amount,請求書明細行の返金金額(税抜き),"The amount of an allowance	 without TAX.",返金金額(税抜き)。,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount
6200,明細行,JBT-390,A73-04,4,0..1,明細行返金理由コード,BBIE,AllowanceCharge,ReasonCode,Code,,この明細行の返金理由を識別するコード,UN01005714,BBIE,5630,IID373,明細行返金理由コード,この明細行の返金理由を識別するコード,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()][ram:ChargeIndicator/udt:Indicator=false()]/ram:ReasonCode,3200,IBT-140,0..1,3,Invoice line allowance reason code,請求書明細行の返金理由コード,"The reason for the Invoice line allowance	 expressed as a code.",請求書明細行の返金理由をコードで表現。,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode
